opearator,operatorcode,flightNo,source,depttime,dest,arrivaltime,days,stop
Indigo, IND,6E  684,VIZAG,1650,DELHI,2040,1234567,1
Indigo, IND,6E  881,VIZAG,1025,COIMBATORE,1335,1234567,1
Indigo, IND,6E  512,VIZAG,1445,CHENNAI(MADRAS),1605,1234567,0
Indigo, IND,6E  881,VIZAG,1025,CHENNAI(MADRAS),1150,1234567,0
Indigo, IND,6E  557,VIZAG,835,BHUBANESHWAR,935,1234567,0
Indigo, IND,6E  647,VIZAG,2120,BANGALORE,2250,1234567,0
Indigo, IND,6E+287,VIZAG,755,BANGALORE,930,1234567,0
Indigo, IND,6E  883,VIZAG,1800,AHMEDABAD,2130,1234567,1
Indigo, IND,6E  579,VARANASI,1400,MUMBAI  (BOMBAY),1620,1234567,0
Indigo, IND,6E+175,VARANASI,1045,MUMBAI  (BOMBAY),1505,1234567,1
Indigo, IND,6E  711,VARANASI,1020,MUMBAI  (BOMBAY),1240,1234567,0
Indigo, IND,6E  716,VARANASI,1930,KOLKATA,2050,1234567,0
Indigo, IND,6E  635,VARANASI,1810,HYDERABAD,2235,1234567,1
Indigo, IND,6E  649,VARANASI,2015,DELHI,2145,1234567,0
Indigo, IND,6E  635,VARANASI,1810,DELHI,1950,1234567,0
Indigo, IND,6E  481,VARANASI,1500,DELHI,1625,1234567,0
Indigo, IND,6E+175,VARANASI,1045,DELHI,1225,1234567,0
Indigo, IND,6E  716,VARANASI,1930,BANGALORE,2350,1234567,1
Indigo, IND,6E  481,VARANASI,1500,BANGALORE,1950,1234567,1
Indigo, IND,6E  736,VADODARA,1310,MUMBAI  (BOMBAY),1410,1234567,0
Indigo, IND,6E  568,VADODARA,805,MUMBAI  (BOMBAY),905,1234567,0
Indigo, IND,6E  591,VADODARA,745,KOLKATA,1205,1234567,1
Indigo, IND,6E  591,VADODARA,745,DIBRUGARH,1410,1234567,2
Indigo, IND,6E  488,VADODARA,2010,DELHI,2145,1234567,0
Indigo, IND,6E  737,VADODARA,1630,DELHI,1820,1234567,0
Indigo, IND,6E  591,VADODARA,745,DELHI,915,1234567,0
Indigo, IND,6E  753,UDAIPUR,1505,MUMBAI  (BOMBAY),1635,1234567,0
Indigo, IND,6E  748,UDAIPUR,1010,MUMBAI  (BOMBAY),1135,1234567,0
Indigo, IND,6E+299,UDAIPUR,1925,KOLKATA,2335,1234567,1
Indigo, IND,6E  747,UDAIPUR,1405,HYDERABAD,1820,1234567,1
Indigo, IND,6E+299,UDAIPUR,1925,DELHI,2045,1234567,0
Indigo, IND,6E  747,UDAIPUR,1405,DELHI,1525,1234567,0
Indigo, IND,6E+176,TRIVANDRUM,1045,VARANASI,1740,1234567,2
Indigo, IND,6E+176,TRIVANDRUM,1045,MUMBAI  (BOMBAY),1245,1234567,0
Indigo, IND,6E  676,TRIVANDRUM,1705,KOLKATA,2130,1234567,1
Indigo, IND,6E  343,TRIVANDRUM,1950,HYDERABAD,2255,1234567,1
Indigo, IND,6E  315,TRIVANDRUM,1120,HYDERABAD,1410,1234567,1
Indigo, IND,6E  706,TRIVANDRUM,1810,DELHI,2235,1234567,1
Indigo, IND,6E  514,TRIVANDRUM,1205,DELHI,1520,1234567,0
Indigo, IND,6E+176,TRIVANDRUM,1045,DELHI,1540,1234567,1
Indigo, IND,6E  706,TRIVANDRUM,1810,COCHIN,1855,1234567,0
Indigo, IND,6E  343,TRIVANDRUM,1950,CHENNAI(MADRAS),2110,1234567,0
Indigo, IND,6E  315,TRIVANDRUM,1120,CHENNAI(MADRAS),1235,1234567,0
Indigo, IND,6E  562,TRIVANDRUM,2200,BANGALORE,2305,1234567,0
Indigo, IND,6E  676,TRIVANDRUM,1705,BANGALORE,1815,1234567,0
Indigo, IND,6E  408,TRIVANDRUM,330,BANGALORE,440,1234567,0
Indigo, IND,6E  436,SRINAGAR,1355,NAGPUR,1945,1234567,2
Indigo, IND,6E  559,SRINAGAR,1525,MUMBAI  (BOMBAY),1825,1234567,0
Indigo, IND,6E  448,SRINAGAR,1350,MUMBAI  (BOMBAY),1650,1234567,0
Indigo, IND,6E  653,SRINAGAR,1210,JAMMU,1300,1234567,0
Indigo, IND,6E  436,SRINAGAR,1355,INDORE,1815,1234567,1
Indigo, IND,6E  694,SRINAGAR,1505,DELHI,1635,1234567,0
Indigo, IND,6E  436,SRINAGAR,1355,DELHI,1535,1234567,0
Indigo, IND,6E  653,SRINAGAR,1210,DELHI,1500,1234567,1
Indigo, IND,6E  367,SRINAGAR,1050,DELHI,1240,1234567,0
Indigo, IND,6E  554,SRINAGAR,1035,DELHI,1220,1234567,0
Indigo, IND,6E  367,SRINAGAR,1050,CHENNAI(MADRAS),1610,1234567,1
Indigo, IND,6E  478,SRINAGAR,1450,CHANDIGARH,1605,1234567,0
Indigo, IND,6E  478,SRINAGAR,1450,BANGALORE,1935,1234567,1
Indigo, IND,6E  436,SRINAGAR,1355,BANGALORE,2145,1234567,3
Indigo, IND,6E  493,RANCHI,1755,PATNA,1845,1234567,0
Indigo, IND,6E  467,RANCHI,1645,MUMBAI  (BOMBAY),1910,1234567,0
Indigo, IND,6E  347,RANCHI,1320,KOLKATA,1415,1234567,0
Indigo, IND,6E  493,RANCHI,1755,DELHI,2100,1234567,1
Indigo, IND,6E  494,RANCHI,1000,DELHI,1155,1234567,0
Indigo, IND,6E  637,RANCHI,1620,BANGALORE,1845,1234567,0
Indigo, IND,6E  347,RANCHI,1320,BANGALORE,1720,1234567,1
Indigo, IND,6E  804,RAIPUR,1655,MUMBAI  (BOMBAY),1850,1234567,0
Indigo, IND,6E  802,RAIPUR,1220,MUMBAI  (BOMBAY),1355,5,0
Indigo, IND,6E  802,RAIPUR,1205,MUMBAI  (BOMBAY),1350,123467,0
Indigo, IND,6E+252,RAIPUR,1555,KOLKATA,1720,1234567,0
Indigo, IND,6E+245,RAIPUR,835,INDORE,955,1234567,0
Indigo, IND,6E  383,RAIPUR,1945,HYDERABAD,2105,1234567,0
Indigo, IND,6E  791,RAIPUR,945,HYDERABAD,1055,134567,0
Indigo, IND,6E  791,RAIPUR,910,HYDERABAD,1025,2,0
Indigo, IND,6E  454,RAIPUR,1855,DELHI,2045,1234567,0
Indigo, IND,6E+204,RAIPUR,1455,DELHI,1635,1234567,0
Indigo, IND,6E  486,RAIPUR,920,DELHI,1115,1234567,0
Indigo, IND,6E  383,RAIPUR,1945,CHENNAI(MADRAS),2250,1234567,1
Indigo, IND,6E  791,RAIPUR,945,BANGALORE,1240,134567,1
Indigo, IND,6E  791,RAIPUR,910,BANGALORE,1155,2,1
Indigo, IND,6E+103,PUNE,2215,TRIVANDRUM,130,1234567,1
Indigo, IND,6E+202,PUNE,1755,NAGPUR,1915,123457,0
Indigo, IND,6E+134,PUNE,1105,NAGPUR,1225,123457,0
Indigo, IND,6E+134,PUNE,1020,NAGPUR,1140,6,0
Indigo, IND,6E  528,PUNE,1850,LUCKNOW,2245,1234567,1
Indigo, IND,6E+135,PUNE,1425,KOLKATA,1840,123457,1
Indigo, IND,6E  523,PUNE,605,KOLKATA,840,1234567,0
Indigo, IND,6E+117,PUNE,25,JAIPUR,215,1234567,0
Indigo, IND,6E  523,PUNE,605,IMPHAL,1030,1234567,1
Indigo, IND,6E  587,PUNE,1605,HYDERABAD,1710,123457,0
Indigo, IND,6E  672,PUNE,2330,DELHI,135,1234567,0
Indigo, IND,6E  402,PUNE,2030,DELHI,2240,1234567,0
Indigo, IND,6E  528,PUNE,1850,DELHI,2100,1234567,0
Indigo, IND,6E+202,PUNE,1755,DELHI,2130,123457,1
Indigo, IND,6E+148,PUNE,1130,DELHI,1340,123457,0
Indigo, IND,6E+134,PUNE,1105,DELHI,1430,123457,1
Indigo, IND,6E+134,PUNE,1020,DELHI,1425,6,1
Indigo, IND,6E+304,PUNE,730,DELHI,950,1234567,0
Indigo, IND,6E  407,PUNE,1100,COCHIN,1250,2,0
Indigo, IND,6E  547,PUNE,2215,CHENNAI(MADRAS),2355,1234567,0
Indigo, IND,6E+302,PUNE,1345,CHENNAI(MADRAS),1530,123457,0
Indigo, IND,6E+159,PUNE,610,CHENNAI(MADRAS),755,123457,0
Indigo, IND,6E+159,PUNE,610,CHENNAI(MADRAS),740,6,0
Indigo, IND,6E  807,PUNE,2345,BANGALORE,110,1234567,0
Indigo, IND,6E+103,PUNE,2215,BANGALORE,2340,1234567,0
Indigo, IND,6E+105,PUNE,1720,BANGALORE,1845,123457,0
Indigo, IND,6E  407,PUNE,1100,BANGALORE,1220,13457,0
Indigo, IND,6E  407,PUNE,1040,BANGALORE,1210,6,0
Indigo, IND,6E  391,PUNE,720,BANGALORE,850,1234567,0
Indigo, IND,6E  673,PUNE,2345,AHMEDABAD,105,1234567,0
Indigo, IND,6E+135,PUNE,1425,AHMEDABAD,1540,123457,0
Indigo, IND,6E  898,PORT,1045,KOLKATA,1255,1234567,0
Indigo, IND,6E  898,PORT,1045,DELHI,1520,1234567,1
Indigo, IND,6E  894,PORT,1100,CHENNAI(MADRAS),1300,1234567,0
Indigo, IND,6E  467,PATNA,1535,RANCHI,1615,1234567,0
Indigo, IND,6E  637,PATNA,1505,RANCHI,1550,1234567,0
Indigo, IND,6E  494,PATNA,850,RANCHI,930,1234567,0
Indigo, IND,6E  467,PATNA,1535,MUMBAI  (BOMBAY),1910,1234567,1
Indigo, IND,6E+191,PATNA,1425,MUMBAI  (BOMBAY),1915,1234567,1
Indigo, IND,6E  339,PATNA,1055,MUMBAI  (BOMBAY),1425,1234567,1
Indigo, IND,6E  633,PATNA,1955,LUCKNOW,2050,1234567,0
Indigo, IND,6E  339,PATNA,1055,LUCKNOW,1150,1234567,0
Indigo, IND,6E  342,PATNA,1835,KOLKATA,1935,1234567,0
Indigo, IND,6E  634,PATNA,1000,KOLKATA,1100,1234567,0
Indigo, IND,6E  339,PATNA,1055,INDORE,1620,1234567,2
Indigo, IND,6E  634,PATNA,1000,GOA,1420,1234567,1
Indigo, IND,6E  633,PATNA,1955,DELHI,2225,1234567,1
Indigo, IND,6E  493,PATNA,1915,DELHI,2100,1234567,0
Indigo, IND,6E  582,PATNA,1615,DELHI,1745,1234567,0
Indigo, IND,6E+191,PATNA,1425,DELHI,1605,1234567,0
Indigo, IND,6E  494,PATNA,850,DELHI,1155,1234567,1
Indigo, IND,6E  342,PATNA,1835,BANGALORE,2225,1234567,1
Indigo, IND,6E  637,PATNA,1505,BANGALORE,1845,1234567,1
Indigo, IND,6E  509,NAGPUR,815,SRINAGAR,1325,1234567,2
Indigo, IND,6E+221,NAGPUR,2200,PUNE,2315,1234567,0
Indigo, IND,6E+135,NAGPUR,1240,PUNE,1355,123457,0
Indigo, IND,6E  404,NAGPUR,2025,MUMBAI  (BOMBAY),2155,1234567,0
Indigo, IND,6E  544,NAGPUR,1020,MUMBAI  (BOMBAY),1150,1234567,0
Indigo, IND,6E  403,NAGPUR,1750,KOLKATA,1935,1234567,0
Indigo, IND,6E+135,NAGPUR,1240,KOLKATA,1840,123457,2
Indigo, IND,6E  509,NAGPUR,815,INDORE,910,1234567,0
Indigo, IND,6E+202,NAGPUR,1950,DELHI,2130,123457,0
Indigo, IND,6E  976,NAGPUR,1850,DELHI,2025,1234567,0
Indigo, IND,6E+134,NAGPUR,1255,DELHI,1430,123457,0
Indigo, IND,6E+134,NAGPUR,1245,DELHI,1425,6,0
Indigo, IND,6E  509,NAGPUR,815,DELHI,1110,1234567,1
Indigo, IND,6E  636,NAGPUR,740,DELHI,915,1234567,0
Indigo, IND,6E  436,NAGPUR,2015,BANGALORE,2145,1234567,0
Indigo, IND,6E+135,NAGPUR,1240,AHMEDABAD,1540,123457,1
Indigo, IND,6E  366,MUMBAI,920,VIZAG,1235,1234567,1
Indigo, IND,6E  712,MUMBAI,1650,VARANASI,1900,1234567,0
Indigo, IND,6E+176,MUMBAI,1330,VARANASI,1740,1234567,1
Indigo, IND,6E  578,MUMBAI,1115,VARANASI,1330,1234567,0
Indigo, IND,6E  735,MUMBAI,1450,VADODARA,1600,1234567,0
Indigo, IND,6E  567,MUMBAI,630,VADODARA,735,1234567,0
Indigo, IND,6E  764,MUMBAI,1720,UDAIPUR,1850,1234567,0
Indigo, IND,6E  749,MUMBAI,1215,UDAIPUR,1335,1234567,0
Indigo, IND,6E  933,MUMBAI,1415,TRIVANDRUM,1625,1234567,0
Indigo, IND,6E  559,MUMBAI,1100,SRINAGAR,1455,1234567,1
Indigo, IND,6E  449,MUMBAI,1035,SRINAGAR,1320,1234567,0
Indigo, IND,6E  467,MUMBAI,1220,RANCHI,1615,1234567,1
Indigo, IND,6E  803,MUMBAI,1440,RAIPUR,1625,123467,0
Indigo, IND,6E  803,MUMBAI,1435,RAIPUR,1625,5,0
Indigo, IND,6E+252,MUMBAI,1230,RAIPUR,1525,7,1
Indigo, IND,6E  801,MUMBAI,925,RAIPUR,1120,1234567,0
Indigo, IND,6E  342,MUMBAI,1420,PATNA,1805,1234567,1
Indigo, IND,6E  467,MUMBAI,1220,PATNA,1505,1234567,0
Indigo, IND,6E+178,MUMBAI,925,PATNA,1355,1234567,1
Indigo, IND,6E  403,MUMBAI,1545,NAGPUR,1715,1234567,0
Indigo, IND,6E  543,MUMBAI,820,NAGPUR,950,1234567,0
Indigo, IND,6E  446,MUMBAI,1910,LUCKNOW,2120,1234567,0
Indigo, IND,6E  342,MUMBAI,1420,LUCKNOW,1635,1234567,0
Indigo, IND,6E+184,MUMBAI,620,LUCKNOW,1010,1234567,1
Indigo, IND,6E  595,MUMBAI,2130,KOLKATA,10,1234567,0
Indigo, IND,6E  325,MUMBAI,2010,KOLKATA,2255,1234567,0
Indigo, IND,6E  395,MUMBAI,1705,KOLKATA,1950,1234567,0
Indigo, IND,6E+294,MUMBAI,1655,KOLKATA,2100,1234567,1
Indigo, IND,6E  403,MUMBAI,1545,KOLKATA,1935,1234567,1
Indigo, IND,6E  342,MUMBAI,1420,KOLKATA,1935,1234567,2
Indigo, IND,6E  323,MUMBAI,1130,KOLKATA,1410,1234567,0
Indigo, IND,6E  321,MUMBAI,915,KOLKATA,1200,1234567,0
Indigo, IND,6E  319,MUMBAI,745,KOLKATA,1020,1234567,0
Indigo, IND,6E  958,MUMBAI,725,KOLKATA,1320,1234567,2
Indigo, IND,6E+207,MUMBAI,540,KOLKATA,1010,1234567,1
Indigo, IND,6E  559,MUMBAI,1100,JAMMU,1335,1234567,0
Indigo, IND,6E+217,MUMBAI,1915,JAIPUR,2105,1234567,0
Indigo, IND,6E  696,MUMBAI,1735,JAIPUR,1935,1234567,0
Indigo, IND,6E  416,MUMBAI,940,JAIPUR,1140,1234567,0
Indigo, IND,6E+207,MUMBAI,540,JAIPUR,725,1234567,0
Indigo, IND,6E  658,MUMBAI,1935,INDORE,2055,1234567,0
Indigo, IND,6E  339,MUMBAI,1505,INDORE,1620,1234567,0
Indigo, IND,6E+252,MUMBAI,1230,INDORE,1345,7,0
Indigo, IND,6E  496,MUMBAI,1040,INDORE,1200,1234567,0
Indigo, IND,6E+234,MUMBAI,2120,HYDERABAD,2245,1234567,0
Indigo, IND,6E+254,MUMBAI,2005,HYDERABAD,2135,1234567,0
Indigo, IND,6E  628,MUMBAI,1855,HYDERABAD,2025,1234567,0
Indigo, IND,6E+268,MUMBAI,1650,HYDERABAD,1815,1234567,0
Indigo, IND,6E+264,MUMBAI,1515,HYDERABAD,1640,1234567,0
Indigo, IND,6E  513,MUMBAI,1205,HYDERABAD,1330,1234567,0
Indigo, IND,6E  496,MUMBAI,1040,HYDERABAD,1355,1234567,1
Indigo, IND,6E  366,MUMBAI,920,HYDERABAD,1050,1234567,0
Indigo, IND,6E  461,MUMBAI,640,HYDERABAD,800,1234567,0
Indigo, IND,6E  813,MUMBAI,1620,GUWAHATI,1925,1234567,0
Indigo, IND,6E  321,MUMBAI,915,GUWAHATI,1355,1234567,1
Indigo, IND,6E  958,MUMBAI,725,GUWAHATI,1025,1234567,0
Indigo, IND,6E+207,MUMBAI,540,GUWAHATI,1155,1234567,2
Indigo, IND,6E  417,MUMBAI,1535,GOA,1650,1234567,0
Indigo, IND,6E  419,MUMBAI,1455,GOA,1635,1234567,0
Indigo, IND,6E  711,MUMBAI,1350,GOA,1515,134567,0
Indigo, IND,6E  618,MUMBAI,1235,GOA,1355,1234567,0
Indigo, IND,6E+181,MUMBAI,1210,GOA,1325,1234567,0
Indigo, IND,6E+179,MUMBAI,1115,GOA,1230,123457,0
Indigo, IND,6E  668,MUMBAI,2315,DELHI,120,1234567,0
Indigo, IND,6E+198,MUMBAI,2215,DELHI,20,1234567,0
Indigo, IND,6E+248,MUMBAI,2035,DELHI,2240,1234567,0
Indigo, IND,6E+192,MUMBAI,1940,DELHI,2145,1234567,0
Indigo, IND,6E+138,MUMBAI,1840,DELHI,2050,1234567,0
Indigo, IND,6E+186,MUMBAI,1750,DELHI,2000,1234567,0
Indigo, IND,6E+174,MUMBAI,1630,DELHI,1840,1234567,0
Indigo, IND,6E+172,MUMBAI,1545,DELHI,1800,6,0
Indigo, IND,6E+172,MUMBAI,1530,DELHI,1740,123457,0
Indigo, IND,6E+124,MUMBAI,1430,DELHI,1640,1234567,0
Indigo, IND,6E+176,MUMBAI,1330,DELHI,1540,1234567,0
Indigo, IND,6E+168,MUMBAI,1240,DELHI,1450,1234567,0
Indigo, IND,6E+196,MUMBAI,1050,DELHI,1255,1234567,0
Indigo, IND,6E+178,MUMBAI,925,DELHI,1140,1234567,0
Indigo, IND,6E+205,MUMBAI,830,DELHI,1045,1234567,0
Indigo, IND,6E  964,MUMBAI,750,DELHI,1005,1234567,0
Indigo, IND,6E+184,MUMBAI,620,DELHI,825,1234567,0
Indigo, IND,6E+154,MUMBAI,200,DELHI,405,1234567,0
Indigo, IND,6E  964,MUMBAI,750,DEHRADUN,1210,1234567,1
Indigo, IND,6E  363,MUMBAI,2035,COIMBATORE,2235,1234567,0
Indigo, IND,6E+293,MUMBAI,1200,COIMBATORE,1350,1234567,0
Indigo, IND,6E+297,MUMBAI,1855,COCHIN,2055,1234567,0
Indigo, IND,6E+223,MUMBAI,1325,COCHIN,1530,1234567,0
Indigo, IND,6E+214,MUMBAI,1120,COCHIN,1320,1234567,0
Indigo, IND,6E  459,MUMBAI,2105,CHENNAI(MADRAS),2305,1234567,0
Indigo, IND,6E  549,MUMBAI,1955,CHENNAI(MADRAS),2155,1234567,0
Indigo, IND,6E+297,MUMBAI,1855,CHENNAI(MADRAS),2300,1234567,1
Indigo, IND,6E+279,MUMBAI,1440,CHENNAI(MADRAS),1640,1234567,0
Indigo, IND,6E  431,MUMBAI,950,CHENNAI(MADRAS),1200,1234567,0
Indigo, IND,6E  377,MUMBAI,620,CHENNAI(MADRAS),815,1234567,0
Indigo, IND,6E  432,MUMBAI,1505,CHANDIGARH,1725,1234567,0
Indigo, IND,6E  464,MUMBAI,1140,CHANDIGARH,1400,1234567,0
Indigo, IND,6E+247,MUMBAI,920,CHANDIGARH,1140,1234567,0
Indigo, IND,6E+129,MUMBAI,2045,CALICUT,2230,1234567,0
Indigo, IND,6E+294,MUMBAI,1655,BHUBANESHWAR,1920,1234567,0
Indigo, IND,6E+264,MUMBAI,1515,BHUBANESHWAR,1855,1234567,1
Indigo, IND,6E  533,MUMBAI,1020,BHUBANESHWAR,1240,1234567,0
Indigo, IND,6E  565,MUMBAI,2230,BANGALORE,10,1234567,0
Indigo, IND,6E  415,MUMBAI,2125,BANGALORE,2310,1234567,0
Indigo, IND,6E  473,MUMBAI,2035,BANGALORE,2220,1234567,0
Indigo, IND,6E  799,MUMBAI,1910,BANGALORE,2055,1234567,0
Indigo, IND,6E  463,MUMBAI,1740,BANGALORE,1920,1234567,0
Indigo, IND,6E  615,MUMBAI,1655,BANGALORE,1840,134567,0
Indigo, IND,6E  423,MUMBAI,1540,BANGALORE,1725,1234567,0
Indigo, IND,6E  342,MUMBAI,1420,BANGALORE,2225,1234567,3
Indigo, IND,6E+212,MUMBAI,1330,BANGALORE,1510,2,0
Indigo, IND,6E+212,MUMBAI,1230,BANGALORE,1410,134567,0
Indigo, IND,6E+236,MUMBAI,930,BANGALORE,1115,1234567,0
Indigo, IND,6E  715,MUMBAI,730,BANGALORE,910,1234567,0
Indigo, IND,6E  958,MUMBAI,725,BANGALORE,1620,1234567,3
Indigo, IND,6E+199,MUMBAI,610,BANGALORE,750,1234567,0
Indigo, IND,6E  958,MUMBAI,725,BAGDOGRA,1150,1234567,1
Indigo, IND,6E  433,MUMBAI,2105,AHMEDABAD,2215,1234567,0
Indigo, IND,6E  639,MUMBAI,1950,AHMEDABAD,2105,1234567,0
Indigo, IND,6E+243,MUMBAI,1755,AHMEDABAD,1910,1234567,0
Indigo, IND,6E+215,MUMBAI,1635,AHMEDABAD,1800,1234567,0
Indigo, IND,6E+213,MUMBAI,745,AHMEDABAD,850,1234567,0
Indigo, IND,6E  342,LUCKNOW,1705,PATNA,1805,1234567,0
Indigo, IND,6E  634,LUCKNOW,835,PATNA,930,1234567,0
Indigo, IND,6E  339,LUCKNOW,1220,MUMBAI  (BOMBAY),1425,1234567,0
Indigo, IND,6E  585,LUCKNOW,800,MUMBAI  (BOMBAY),1020,1234567,0
Indigo, IND,6E  342,LUCKNOW,1705,KOLKATA,1935,1234567,1
Indigo, IND,6E  634,LUCKNOW,835,KOLKATA,1100,1234567,1
Indigo, IND,6E  857,LUCKNOW,1225,JAIPUR,1540,1234567,1
Indigo, IND,6E  339,LUCKNOW,1220,INDORE,1620,1234567,1
Indigo, IND,6E  741,LUCKNOW,2100,HYDERABAD,2300,1234567,0
Indigo, IND,6E  634,LUCKNOW,835,GOA,1420,1234567,2
Indigo, IND,6E  447,LUCKNOW,2215,DELHI,2330,1234567,0
Indigo, IND,6E  633,LUCKNOW,2120,DELHI,2225,1234567,0
Indigo, IND,6E  951,LUCKNOW,1500,DELHI,1615,1234567,0
Indigo, IND,6E  954,LUCKNOW,1355,DELHI,1450,1234567,0
Indigo, IND,6E  857,LUCKNOW,1225,DELHI,1335,1234567,0
Indigo, IND,6E+147,LUCKNOW,1040,DELHI,1145,134567,0
Indigo, IND,6E+147,LUCKNOW,1040,DELHI,1150,2,0
Indigo, IND,6E  733,LUCKNOW,915,DELHI,1020,1234567,0
Indigo, IND,6E  769,LUCKNOW,615,DELHI,725,1234567,0
Indigo, IND,6E  922,LUCKNOW,1110,DEHRADUN,1220,1234567,0
Indigo, IND,6E  574,LUCKNOW,1950,CHENNAI(MADRAS),5,1234567,1
Indigo, IND,6E  541,LUCKNOW,630,CHENNAI(MADRAS),1030,1234567,1
Indigo, IND,6E  342,LUCKNOW,1705,BANGALORE,2225,1234567,2
Indigo, IND,6E+226,LUCKNOW,1405,BANGALORE,1630,1234567,0
Indigo, IND,6E+147,LUCKNOW,1040,BANGALORE,1510,134567,1
Indigo, IND,6E  541,LUCKNOW,630,BANGALORE,855,1234567,0
Indigo, IND,6E  574,LUCKNOW,1950,AHMEDABAD,2140,1234567,0
Indigo, IND,6E  512,KOLKATA,1135,VIZAG,1415,1234567,1
Indigo, IND,6E  885,KOLKATA,1030,VIZAG,1225,1234567,0
Indigo, IND,6E  713,KOLKATA,825,VARANASI,950,1234567,0
Indigo, IND,6E  746,KOLKATA,515,UDAIPUR,940,1234567,1
Indigo, IND,6E  379,KOLKATA,610,TRIVANDRUM,1015,1234567,1
Indigo, IND,6E  344,KOLKATA,1150,RANCHI,1250,1234567,0
Indigo, IND,6E+245,KOLKATA,640,RAIPUR,805,1234567,0
Indigo, IND,6E  794,KOLKATA,1910,PUNE,2145,1234567,0
Indigo, IND,6E  897,KOLKATA,810,PORT  BLAIR,1015,1234567,0
Indigo, IND,6E  633,KOLKATA,1815,PATNA,1925,1234567,0
Indigo, IND,6E  339,KOLKATA,915,PATNA,1025,1234567,0
Indigo, IND,6E  404,KOLKATA,1805,NAGPUR,1955,1234567,0
Indigo, IND,6E  388,KOLKATA,2025,MUMBAI  (BOMBAY),2310,1234567,0
Indigo, IND,6E  404,KOLKATA,1805,MUMBAI  (BOMBAY),2155,1234567,1
Indigo, IND,6E  588,KOLKATA,1700,MUMBAI  (BOMBAY),2000,1234567,0
Indigo, IND,6E  326,KOLKATA,1440,MUMBAI  (BOMBAY),1730,1234567,0
Indigo, IND,6E  433,KOLKATA,1340,MUMBAI  (BOMBAY),2005,1234567,2
Indigo, IND,6E  659,KOLKATA,1055,MUMBAI  (BOMBAY),1335,1234567,0
Indigo, IND,6E  339,KOLKATA,915,MUMBAI  (BOMBAY),1425,1234567,2
Indigo, IND,6E+293,KOLKATA,720,MUMBAI  (BOMBAY),1120,1234567,1
Indigo, IND,6E  462,KOLKATA,710,MUMBAI  (BOMBAY),1000,1234567,0
Indigo, IND,6E  318,KOLKATA,600,MUMBAI  (BOMBAY),835,1234567,0
Indigo, IND,6E  633,KOLKATA,1815,LUCKNOW,2050,1234567,1
Indigo, IND,6E  339,KOLKATA,915,LUCKNOW,1150,1234567,1
Indigo, IND,6E  832,KOLKATA,2140,JAIPUR,2355,1234567,0
Indigo, IND,6E  956,KOLKATA,1835,JAIPUR,2020,1234567,0
Indigo, IND,6E+208,KOLKATA,1430,JAIPUR,1650,1234567,0
Indigo, IND,6E+238,KOLKATA,530,JAIPUR,740,1234567,0
Indigo, IND,6E  339,KOLKATA,915,INDORE,1620,1234567,3
Indigo, IND,6E+245,KOLKATA,640,INDORE,955,1234567,1
Indigo, IND,6E  362,KOLKATA,1115,IMPHAL,1235,2357,0
Indigo, IND,6E  358,KOLKATA,1115,IMPHAL,1335,146,1
Indigo, IND,6E  523,KOLKATA,910,IMPHAL,1030,1234567,0
Indigo, IND,6E  354,KOLKATA,2010,HYDERABAD,2215,1234567,0
Indigo, IND,6E  538,KOLKATA,1840,HYDERABAD,2050,1234567,0
Indigo, IND,6E  886,KOLKATA,1530,HYDERABAD,1735,1234567,0
Indigo, IND,6E  788,KOLKATA,605,HYDERABAD,815,1234567,0
Indigo, IND,6E+292,KOLKATA,1610,GUWAHATI,1720,1234567,0
Indigo, IND,6E  433,KOLKATA,1340,GUWAHATI,1610,1234567,1
Indigo, IND,6E  321,KOLKATA,1240,GUWAHATI,1355,1234567,0
Indigo, IND,6E+207,KOLKATA,1040,GUWAHATI,1155,1234567,0
Indigo, IND,6E  623,KOLKATA,650,GUWAHATI,805,1234567,0
Indigo, IND,6E  634,KOLKATA,1130,GOA,1420,1234567,0
Indigo, IND,6E  345,KOLKATA,950,GOA,1355,134567,1
Indigo, IND,6E  605,KOLKATA,1055,DIMAPUR,1235,1234567,0
Indigo, IND,6E  591,KOLKATA,1235,DIBRUGARH,1410,1234567,0
Indigo, IND,6E  824,KOLKATA,2320,DELHI,135,1234567,0
Indigo, IND,6E+224,KOLKATA,2130,DELHI,2345,134567,0
Indigo, IND,6E  476,KOLKATA,2000,DELHI,2210,1234567,0
Indigo, IND,6E  633,KOLKATA,1815,DELHI,2225,1234567,2
Indigo, IND,6E  426,KOLKATA,1755,DELHI,2015,1234567,0
Indigo, IND,6E+206,KOLKATA,1645,DELHI,1905,1234567,0
Indigo, IND,6E  686,KOLKATA,1510,DELHI,1725,1234567,0
Indigo, IND,6E  664,KOLKATA,1425,DELHI,1500,1234567,0
Indigo, IND,6E  898,KOLKATA,1325,DELHI,1520,1234567,0
Indigo, IND,6E  762,KOLKATA,1140,DELHI,1405,1234567,0
Indigo, IND,6E  854,KOLKATA,850,DELHI,1115,1234567,0
Indigo, IND,6E  906,KOLKATA,705,DELHI,915,1234567,0
Indigo, IND,6E+296,KOLKATA,620,DELHI,835,1234567,0
Indigo, IND,6E  746,KOLKATA,515,DELHI,740,1234567,0
Indigo, IND,6E+275,KOLKATA,1405,COIMBATORE,1810,1234567,1
Indigo, IND,6E+293,KOLKATA,720,COIMBATORE,1350,1234567,2
